epoch,train_likelihoods,test_likelihoods,decodingST,decodingTS
0,"[[6.594708442687988, 0, 0], [7.4524827003479, 0, 0], [7.330928325653076, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.07787887891473277, 0.07246064947971305, 0.056134954290318], [0.0366475919314778, 0.025550697601421167, 0.03508963881959535], [0.034852583685543954, 0.008511942963662937, 0.054727319525004245]]","[[0.08634724682704961, 0.12509291606018313, 0.09652303361643157], [0.06841747298032111, 0.05805133003060989, 0.09711722270034844], [0.056749143889586844, 0.09427914613872071, 0.09822202153672362]]"
1,"[[0, 1.991486668586731, 0], [0, 1.8342444896697998, 0.45628970861434937], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.3370472192764282, 0], [0, 0.40038082003593445, 0]]","[[0.011845821535518454, 0.07009858321028267, 0.023345010322080077], [0.03965201944396152, 0.0036584125205492077, 0.004554281633078675], [0.015840154455354274, 0.004676783047242971, 0.016599484752730938]]","[[0.08281269253337821, 0.08706228295598263, 0.14991216599231644], [0.06770294961636111, 0.0849313715596787, 0.10348581511417555], [0.06947213034988886, 0.08346941821020924, 0.12009160469351932]]"
2,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.01062168800032735, 0.016405267999066293, 0.022063402968573547], [0.0378400767859318, 0.0065073714871129555, 0.011648111571055296], [0.01450527838665954, 0.006834835358654816, 0.012389884262875694]]","[[0.06884491162378889, 0.09574864044782058, 0.15966711092435645], [0.06994409058093937, 0.07872082714932091, 0.10048184865540875], [0.06259746123688405, 0.08681904262764086, 0.11900942648337369]]"
3,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.03183844034436997, 0.035916676967021444, 0.02520362743201959], [0.04266338123922768, 0.004480450431959225, 0.0062748237016519385], [0.03191758552560705, 0.008119024891073887, 0.013190681111971508]]","[[0.08347653608227695, 0.08912175484587347, 0.1357457220536443], [0.0707772425343874, 0.07062167841228842, 0.10467981571131287], [0.05963301647410206, 0.07002208413454969, 0.12050208674850921]]"
4,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.03112802793085751, 0.06880939224827369, 0.06939955743986437], [0.020172191359220777, 0.005481909969721935, 0.00769453373038065], [0.016270378612742283, 0.005788389869795029, 0.008390892900765019]]","[[0.09431816401241622, 0.09706417644393096, 0.17081926808984368], [0.07432582575826663, 0.08749672200170623, 0.10123804058449345], [0.05781413767052111, 0.08154242542249095, 0.10811331420807796]]"
5,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.010400962236647573, 0.07152415845156891, 0.06686370657503038], [0.019756900250042213, 0.005239069267984715, 0.007709459187647397], [0.030771700114659226, 0.005114355294201076, 0.007829828182301593]]","[[0.09131978022280145, 0.1390330701265982, 0.15950764233421655], [0.06712356621321244, 0.12669159760644175, 0.1178632362581236], [0.07313957677577095, 0.069754106499791, 0.10039224892882032]]"
6,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.009772557431747016, 0.015862479745329058, 0.07472113269811849], [0.037883604104875616, 0.0029500688573666097, 0.004717086070452842], [0.01693205274271737, 0.005767416456094519, 0.011301308805458913]]","[[0.08596619673862055, 0.13342398762512916, 0.10403973454043271], [0.06811832518835297, 0.06785765623389227, 0.114590681895308], [0.06744142303526385, 0.11908210584828806, 0.10357222817954445]]"
7,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321465790271759]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.03025088469231833, 0.04215662075334402, 0.034985959035092135], [0.03928347301155158, 0.0065083088604134896, 0.016450781013985963], [0.018205192506564195, 0.0036665370238059985, 0.0033118958531414356]]","[[0.09182378673420533, 0.10004565624146926, 0.09869863644580815], [0.06380496393874656, 0.0770801423218308, 0.13271605871505], [0.05767759671261918, 0.12661404762210432, 0.12889385261947053]]"
8,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.05507863219638016, 0.07243502261323635, 0.08757483653783361], [0.019697243071180936, 0.005308039614626358, 0.008068595737390617], [0.01747378640886035, 0.004184768248387772, 0.01104758321780513]]","[[0.09066869959022336, 0.09864903737729554, 0.1686830753940048], [0.07195385357465969, 0.07043088359354564, 0.12151953521782485], [0.06195095243706414, 0.12498514565463788, 0.10395968760581832]]"
9,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.05455173642546281, 0.06163278977253751, 0.055042248311853226], [0.03838928140391437, 0.006342500719148328, 0.007377406860781834], [0.019322593765987696, 0.00570800749554957, 0.00369103078870108]]","[[0.09087575500040798, 0.12703962354598713, 0.14474265861199423], [0.06888478768154783, 0.08109619252706636, 0.12485369820529216], [0.06765987126557954, 0.1144139197254079, 0.10216578447192246]]"
10,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.01059491526084878, 0.07013768543647265, 0.02379369207211709], [0.020677418913962582, 0.0069429251625504045, 0.006913018992660279], [0.018868620211649898, 0.00915385363368076, 0.014374781326970478]]","[[0.06675544080822642, 0.08753710389247026, 0.16307729949676206], [0.06584188570665606, 0.12018538886031228, 0.1155201366472204], [0.0628728276627795, 0.11652590875151381, 0.10327185357222368]]"
11,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.056736447470082454, 0.05575898119082895, 0.08060139523277061], [0.016732709853182093, 0.00796301477773827, 0.009883211146079068], [0.016886482526131792, 0.00814824486655153, 0.00806417305957118]]","[[0.08607685813226675, 0.14086694446049183, 0.1759442864929939], [0.0681986643676745, 0.1236897509752288, 0.10000664752296053], [0.07085234342282058, 0.06755749686201891, 0.09704930934402846]]"
12,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.05487682558137043, 0.01824617213829308, 0.019078071235330438], [0.018077055688144213, 0.0034009159265782647, 0.006878663570481732], [0.0190715152233017, 0.007159684228664645, 0.003727780175929638]]","[[0.08528233628138457, 0.08957934891597173, 0.1420315008879425], [0.07409836707301684, 0.06565197673062857, 0.11782538927311556], [0.06587544234673758, 0.08345578864346333, 0.11681368775613775]]"
13,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038540959358215, 0]]","[[0.00987482832230194, 0.06566707003398484, 0.0795350579018394], [0.01696537669804053, 0.005818943717634988, 0.0097891171524887], [0.01811038892718718, 0.012807319774005576, 0.011659491862571333]]","[[0.06754719977484894, 0.10209559071517446, 0.11094072535525959], [0.06710759578315682, 0.07962372752136389, 0.13078359886413016], [0.06963240175480126, 0.07231502442092501, 0.10469302013197981]]"
14,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.010219587700064814, 0.06662722255209369, 0.047483232713458265], [0.020232041921929244, 0.003989399321049042, 0.009148347550508872], [0.03164766884144994, 0.008319291420023312, 0.006898110331323603]]","[[0.06381366590648288, 0.08824712740341724, 0.1301378195240761], [0.060935784596255385, 0.06798268263285548, 0.09588662510367746], [0.06410055287281873, 0.067258676344055, 0.1028430802104599]]"
15,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.011270770348359263, 0.03935670002681686, 0.05801091488713443], [0.04435467420260058, 0.005327244303387959, 0.009487846111662222], [0.015632214719345266, 0.006466364547249273, 0.01379787620932332]]","[[0.10080676981359818, 0.10123147664137033, 0.1081480912258814], [0.06204693450147124, 0.11939507179354009, 0.1163385431883288], [0.06325333716717958, 0.07293059132023527, 0.10310881456189892]]"
16,"[[0, 1.9914798736572266, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.05904849949380029, 0.06376787587241849, 0.06568328701204271], [0.019949797060732067, 0.004725563859217594, 0.008340568415191164], [0.017575437542600277, 0.009065647366629173, 0.011396749350948957]]","[[0.07247522715772516, 0.09113369529561689, 0.10250843968853465], [0.06381692167647306, 0.0809679375183226, 0.10279840416123097], [0.07064641321102662, 0.12650246532574783, 0.09188599437659024]]"
17,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598698616027832, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.029499421715595494, 0.07278874065711163, 0.03671541704480515], [0.02214444529765407, 0.005051748668696684, 0.0044685720736676714], [0.0334376173855699, 0.0043031130648719705, 0.003067152758453588]]","[[0.08070820161320474, 0.0978863458977948, 0.11079461020925542], [0.07070859576265327, 0.06692687900900214, 0.10226530015081024], [0.06385046922461671, 0.07023712978852548, 0.1212351740160937]]"
18,"[[0, 1.9914848804473877, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.40038082003593445, 0]]","[[0.06050419231213743, 0.05998590877985515, 0.03085890296880391], [0.042530255439846905, 0.005682157608348905, 0.011802561134598415], [0.016232035043379004, 0.013691066536065994, 0.00937405665897171]]","[[0.08337188310584846, 0.1354747494415972, 0.13822518995235636], [0.07564276984285988, 0.11949034035316877, 0.10538133776626264], [0.07299518539992111, 0.07940952392371617, 0.1038250466960833]]"
19,"[[0, 1.9914815425872803, 0], [0, 1.8622578382492065, 0.4058232009410858], [0, 1.4598681926727295, 0.4321449398994446]]","[[0, 0, 0], [0, 0.363251268863678, 0], [0, 0.4003785252571106, 0]]","[[0.00917817846751985, 0.020130392814796373, 0.07357565335330021], [0.021068587619347042, 0.008570533322743351, 0.005129010536838516], [0.029971740853184874, 0.005228254802019836, 0.003490471527395715]]","[[0.06579962942908074, 0.1011799955525554, 0.16276444815339686], [0.05587124339690207, 0.07905133418890896, 0.10819951406349614], [0.06817845779080292, 0.08236373807357857, 0.101201078337511]]"
